,agency_cd,site_no,Discharge_cfs_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum,Dissolved_oxygen_mpl_Mean,Gage_height_feet_Maximum,Gage_height_feet_Minimum,Gage_height_feet_Mean
2004-11-03,USGS,02204070,1920,7.9,7.2,7.4,8.82,5.52,7.26
2004-11-04,USGS,02204070,1410,8.2,7.6,7.8,8.52,5.77,6.78
2004-11-05,USGS,02204070,590,8.5,7.7,8.3,6.83,5.68,6.00
2004-11-06,USGS,02204070,316,9.2,8.5,8.9,5.68,5.54,5.58
2004-11-07,USGS,02204070,260,9.4,9.1,9.2,5.54,5.44,5.47
2004-11-08,USGS,02204070,229,9.1,8.8,9.0,5.46,5.38,5.40
2004-11-09,USGS,02204070,205,9.4,8.8,9.2,5.38,5.32,5.34
2004-11-10,USGS,02204070,193,9.7,9.3,9.6,5.33,5.30,5.31
2004-11-11,USGS,02204070,232,9.9,9.4,9.6,5.82,5.31,5.40
2004-11-12,USGS,02204070,803,10.0,9.4,9.9,7.14,5.71,6.26
2004-11-13,USGS,02204070,453,9.5,9.0,9.2,6.33,5.60,5.81
2004-11-14,USGS,02204070,274,9.6,9.1,9.3,5.60,5.46,5.50
2004-11-15,USGS,02204070,235,10.0,9.5,9.9,5.47,5.39,5.41
2004-11-16,USGS,02204070,217,10.2,10.0,10.1,5.39,5.36,5.37
2004-11-17,USGS,02204070,202,10.1,9.6,9.9,5.37,5.32,5.34
2004-11-18,USGS,02204070,194,9.7,9.3,9.6,5.33,5.31,5.32
2004-11-19,USGS,02204070,192,9.4,8.9,9.2,5.32,5.29,5.31
2004-11-20,USGS,02204070,199,9.0,8.7,8.9,5.36,5.32,5.33
2004-11-21,USGS,02204070,221,8.7,8.6,8.6,6.06,5.28,5.37
2004-11-22,USGS,02204070,833,9.1,8.6,8.8,8.62,5.66,6.25
2004-11-23,USGS,02204070,3020,9.0,8.3,8.5,9.53,6.58,8.15
2004-11-24,USGS,02204070,1830,9.0,8.4,8.6,8.07,6.50,7.31
2004-11-25,USGS,02204070,946,9.2,8.4,8.7,7.43,6.02,6.46
2004-11-26,USGS,02204070,474,9.6,9.1,9.4,6.02,5.74,5.84
2004-11-27,USGS,02204070,367,10.0,9.6,9.9,5.74,5.63,5.68
2004-11-28,USGS,02204070,381,10.0,9.7,9.9,5.75,5.66,5.70
2004-11-29,USGS,02204070,326,9.9,9.7,9.7,5.66,5.57,5.61
2004-11-30,USGS,02204070,274,9.9,9.4,9.7,5.57,5.46,5.50
2004-12-01,USGS,02204070,427,9.8,9.3,9.6,6.10,5.47,5.76
2004-12-02,USGS,02204070,314,10.2,9.7,10.0,5.72,5.53,5.58
2004-12-03,USGS,02204070,269,10.2,10.0,10.1,5.53,5.47,5.49
2004-12-04,USGS,02204070,244,10.3,10.1,10.2,5.47,5.41,5.43
2004-12-05,USGS,02204070,232,10.5,10.2,10.4,5.42,5.39,5.40
2004-12-06,USGS,02204070,682,10.5,10.2,10.3,6.82,5.42,6.10
2004-12-07,USGS,02204070,423,10.2,9.4,9.7,6.07,5.65,5.76
2004-12-08,USGS,02204070,406,9.6,9.3,9.4,6.01,5.58,5.73
2004-12-09,USGS,02204070,1150,9.6,9.1,9.4,8.64,5.54,6.42
2004-12-10,USGS,02204070,2400,9.2,8.8,9.0,9.03,6.28,7.70
2004-12-11,USGS,02204070,588,9.9,9.2,9.6,6.28,5.85,6.01
2004-12-12,USGS,02204070,421,10.2,9.9,10.1,5.85,5.71,5.76
2004-12-13,USGS,02204070,335,10.2,10.0,10.1,5.71,5.58,5.62
2004-12-14,USGS,02204070,288,11.0,10.2,10.6,5.58,5.50,5.53
2004-12-15,USGS,02204070,265,11.7,11.0,11.3,5.51,5.47,5.48
2004-12-16,USGS,02204070,254,11.9,11.5,11.6,5.47,5.45,5.46
2004-12-17,USGS,02204070,247,11.8,11.4,11.6,5.46,5.44,5.45
2004-12-18,USGS,02204070,241,11.5,11.1,11.3,5.44,5.41,5.43
2004-12-19,USGS,02204070,237,11.3,10.9,11.1,5.44,5.41,5.42
2004-12-20,USGS,02204070,230,12.0,11.2,11.6,5.42,5.39,5.40
2004-12-21,USGS,02204070,224,12.1,11.7,11.9,5.40,5.38,5.39
2004-12-22,USGS,02204070,223,11.8,11.1,11.5,5.42,5.38,5.39
2004-12-23,USGS,02204070,565,11.1,10.4,10.7,7.48,5.42,5.87
2004-12-24,USGS,02204070,595,11.3,10.7,11.1,6.47,5.82,6.02
2004-12-25,USGS,02204070,392,11.3,11.2,11.3,5.82,5.66,5.72
2004-12-26,USGS,02204070,320,11.2,10.9,11.1,5.66,5.56,5.59
2004-12-27,USGS,02204070,282,,,,5.57,5.49,5.52
2004-12-28,USGS,02204070,261,,,,5.50,5.46,5.47
2004-12-29,USGS,02204070,249,,,,5.47,5.43,5.45
2004-12-30,USGS,02204070,241,,,,5.45,5.42,5.43
2004-12-31,USGS,02204070,239,,,,5.44,5.41,5.42
2005-01-01,USGS,02204070,237,,,,5.44,5.40,5.42
2005-01-02,USGS,02204070,231,,,,5.42,5.39,5.40
2005-01-03,USGS,02204070,224,,,,5.40,5.38,5.39
2005-01-04,USGS,02204070,223,,,,5.39,5.38,5.39
2005-01-05,USGS,02204070,219,,,,5.39,5.36,5.38
2005-01-06,USGS,02204070,226,9.7,9.3,9.5,5.52,5.35,5.39
2005-01-07,USGS,02204070,280,9.8,9.4,9.6,5.64,5.42,5.51
2005-01-08,USGS,02204070,230,9.7,9.2,9.4,5.44,5.38,5.40
2005-01-09,USGS,02204070,225,10.0,9.2,9.6,5.43,5.36,5.39
2005-01-10,USGS,02204070,213,10.4,9.9,10.1,5.40,5.34,5.36
2005-01-11,USGS,02204070,208,10.3,9.9,10.1,5.37,5.33,5.35
2005-01-12,USGS,02204070,207,10.1,9.6,9.8,5.37,5.33,5.35
2005-01-13,USGS,02204070,280,9.6,9.4,9.5,6.91,5.32,5.47
2005-01-14,USGS,02204070,1550,10.1,9.5,9.8,8.38,5.95,7.00
2005-01-15,USGS,02204070,412,10.7,10.1,10.5,5.95,5.65,5.75
2005-01-16,USGS,02204070,308,10.9,10.7,10.8,5.65,5.53,5.57
2005-01-17,USGS,02204070,267,11.9,10.8,11.3,5.54,5.45,5.49
2005-01-18,USGS,02204070,245,12.3,11.8,12.1,5.48,5.41,5.44
2005-01-19,USGS,02204070,237,12.5,12.2,12.3,5.45,5.38,5.42
2005-01-20,USGS,02204070,236,12.5,11.7,12.1,5.43,5.40,5.42
2005-01-21,USGS,02204070,230,11.7,11.0,11.4,5.43,5.38,5.40
2005-01-22,USGS,02204070,226,11.1,10.7,10.8,5.42,5.36,5.39
2005-01-23,USGS,02204070,216,12.1,10.8,11.5,5.41,5.33,5.37
2005-01-24,USGS,02204070,230,12.8,12.1,12.4,,,
2005-01-25,USGS,02204070,220,12.4,11.6,12.1,,,
2005-01-26,USGS,02204070,210,11.8,11.1,11.4,,,
2005-01-27,USGS,02204070,200,11.1,10.8,11.0,,,
2005-01-28,USGS,02204070,191,11.6,10.8,11.2,,,
2005-01-29,USGS,02204070,208,,11.6,,,,
2005-01-30,USGS,02204070,281,13.5,12.7,13.2,,,
2005-01-31,USGS,02204070,373,12.8,11.9,12.5,,,
2005-02-01,USGS,02204070,300,,,,,,
2005-02-02,USGS,02204070,400,,,,,,
2005-02-03,USGS,02204070,1500,,,,,,
2005-02-04,USGS,02204070,493,12.5,11.7,12.2,6.18,5.71,5.87
2005-02-05,USGS,02204070,348,11.7,11.4,11.6,5.71,5.61,5.64
2005-02-06,USGS,02204070,291,11.4,11.1,11.2,5.61,5.49,5.53
2005-02-07,USGS,02204070,263,11.1,10.8,11.0,5.54,5.45,5.48
2005-02-08,USGS,02204070,255,10.8,10.5,10.6,5.53,5.43,5.46
2005-02-09,USGS,02204070,453,10.5,10.3,10.4,6.18,5.53,5.80
2005-02-10,USGS,02204070,495,10.8,10.2,10.4,6.09,5.68,5.88
2005-02-11,USGS,02204070,307,11.6,10.8,11.3,5.68,5.49,5.57
2005-02-12,USGS,02204070,258,11.6,11.4,11.5,5.50,5.44,5.47
2005-02-13,USGS,02204070,246,11.5,10.9,11.1,5.47,5.42,5.44
2005-02-14,USGS,02204070,274,10.9,10.6,10.7,5.70,5.43,5.50
2005-02-15,USGS,02204070,300,10.7,10.4,10.6,5.70,5.47,5.55
2005-02-16,USGS,02204070,245,10.4,9.9,10.0,5.47,5.41,5.44
2005-02-17,USGS,02204070,234,10.4,9.8,10.1,5.44,5.39,5.41
2005-02-18,USGS,02204070,222,11.2,10.4,10.8,5.40,5.36,5.38
2005-02-19,USGS,02204070,218,11.6,11.1,11.3,5.41,5.35,5.37
2005-02-20,USGS,02204070,222,11.4,10.8,11.0,5.43,5.34,5.38
2005-02-21,USGS,02204070,824,10.9,10.3,10.7,7.15,5.43,6.27
2005-02-22,USGS,02204070,688,10.3,9.5,10.0,6.54,5.78,6.14
2005-02-23,USGS,02204070,359,9.9,8.9,9.7,5.78,5.59,5.66
2005-02-24,USGS,02204070,3260,9.6,9.2,9.4,9.73,5.65,8.25
2005-02-25,USGS,02204070,701,9.8,9.2,9.7,6.74,5.91,6.17
2005-02-26,USGS,02204070,445,,,,5.91,5.73,5.80
2005-02-27,USGS,02204070,363,,,,5.75,5.62,5.67
2005-02-28,USGS,02204070,874,12.7,,,7.14,5.75,6.36
2005-03-01,USGS,02204070,441,11.0,10.8,10.9,5.97,5.68,5.79
2005-03-02,USGS,02204070,330,11.4,10.9,11.2,5.68,5.57,5.61
2005-03-03,USGS,02204070,296,11.3,10.5,11.0,5.57,5.52,5.55
2005-03-04,USGS,02204070,283,10.9,8.7,10.3,5.55,5.50,5.52
2005-03-05,USGS,02204070,272,,,,5.52,5.47,5.50
2005-03-06,USGS,02204070,256,,,,5.50,5.44,5.46
2005-03-07,USGS,02204070,249,10.9,10.4,10.5,5.57,5.41,5.45
2005-03-08,USGS,02204070,1330,10.4,,,8.14,5.57,6.79
2005-03-09,USGS,02204070,423,10.7,,,6.01,5.62,5.76
2005-03-10,USGS,02204070,316,10.5,10.1,10.3,5.63,5.54,5.58
2005-03-11,USGS,02204070,281,10.1,9.9,10.0,5.55,5.49,5.51
2005-03-12,USGS,02204070,265,10.2,9.6,10.0,5.50,5.46,5.48
2005-03-13,USGS,02204070,257,9.6,8.3,9.3,5.49,5.44,5.47
2005-03-14,USGS,02204070,265,8.7,,,5.52,5.45,5.48
2005-03-15,USGS,02204070,247,,,,5.51,5.41,5.44
2005-03-16,USGS,02204070,366,9.9,,,6.03,5.43,5.66
2005-03-17,USGS,02204070,445,10.1,9.8,10.0,6.02,5.60,5.80
2005-03-18,USGS,02204070,285,10.2,9.6,9.9,5.60,5.49,5.52
2005-03-19,USGS,02204070,253,9.8,7.5,9.2,5.49,5.42,5.46
2005-03-20,USGS,02204070,245,,,,5.48,5.41,5.44
2005-03-21,USGS,02204070,240,,,,5.46,5.40,5.43
2005-03-22,USGS,02204070,281,,,,5.93,5.38,5.50
2005-03-23,USGS,02204070,887,,,,7.08,5.93,6.39
2005-03-24,USGS,02204070,387,,9.1,,5.97,5.60,5.71
2005-03-25,USGS,02204070,298,9.2,8.7,9.0,5.60,5.50,5.55
2005-03-26,USGS,02204070,263,9.1,8.6,8.8,5.51,5.44,5.48
2005-03-27,USGS,02204070,1060,8.7,7.1,8.3,9.14,5.47,6.43
2005-03-28,USGS,02204070,5890,9.0,7.1,8.5,11.25,6.90,9.87
2005-03-29,USGS,02204070,879,9.7,9.0,9.4,6.90,5.99,6.27
2005-03-30,USGS,02204070,548,9.1,8.6,8.9,5.99,5.79,5.87
2005-03-31,USGS,02204070,3380,9.2,8.5,8.8,10.75,5.77,8.05
2005-04-01,USGS,02204070,3380,8.9,,,10.75,6.91,8.29
2005-04-02,USGS,02204070,1190,8.9,7.6,8.5,7.09,6.12,6.60
2005-04-03,USGS,02204070,624,9.0,7.2,8.4,6.12,5.87,5.97
2005-04-04,USGS,02204070,490,8.8,7.1,7.9,5.87,5.73,5.79
2005-04-05,USGS,02204070,424,8.1,6.6,7.5,5.74,5.67,5.69
2005-04-06,USGS,02204070,383,8.2,6.7,7.6,5.67,5.61,5.63
2005-04-07,USGS,02204070,683,8.2,6.9,7.7,7.39,5.61,6.02
2005-04-08,USGS,02204070,1060,,,,7.60,5.89,6.43
2005-04-09,USGS,02204070,520,,,,,,
2005-04-10,USGS,02204070,440,,,,,,
2005-04-11,USGS,02204070,335,8.7,8.2,8.4,,,
2005-04-12,USGS,02204070,332,8.4,5.9,7.7,5.58,5.54,5.55
2005-04-13,USGS,02204070,365,8.7,7.8,8.3,5.72,5.53,5.60
2005-04-14,USGS,02204070,354,9.0,8.4,8.7,5.68,5.51,5.59
2005-04-15,USGS,02204070,294,9.1,8.4,8.8,5.51,5.48,5.49
2005-04-16,USGS,02204070,282,9.2,8.7,8.9,5.49,5.44,5.47
2005-04-17,USGS,02204070,278,9.4,9.0,9.2,5.48,5.42,5.46
2005-04-18,USGS,02204070,270,9.1,8.3,8.7,5.48,5.42,5.44
2005-04-19,USGS,02204070,261,8.5,7.5,8.0,5.45,5.40,5.42
2005-04-20,USGS,02204070,257,7.9,7.2,7.6,5.44,5.40,5.42
2005-04-21,USGS,02204070,251,8.8,7.6,8.3,5.43,5.37,5.40
2005-04-22,USGS,02204070,391,,,,6.69,5.39,5.60
2005-04-23,USGS,02204070,846,,,,6.72,5.68,6.22
2005-04-24,USGS,02204070,332,,,,5.68,5.51,5.55
2005-04-25,USGS,02204070,284,,,,5.51,5.44,5.47
2005-04-26,USGS,02204070,326,,,,6.01,5.41,5.53
2005-04-27,USGS,02204070,494,,,,6.12,5.55,5.78
2005-04-28,USGS,02204070,291,,,,5.55,5.44,5.48
2005-04-29,USGS,02204070,262,,,,5.44,5.41,5.43
2005-04-30,USGS,02204070,1310,8.8,8.2,8.5,8.48,5.40,6.53
2005-05-01,USGS,02204070,677,8.8,8.5,8.7,6.91,5.72,6.03
2005-05-02,USGS,02204070,361,9.1,8.7,8.9,5.72,5.55,5.62
2005-05-03,USGS,02204070,290,9.1,8.7,8.9,5.55,5.47,5.51
2005-05-04,USGS,02204070,254,9.2,8.8,9.0,5.48,5.43,5.45
2005-05-05,USGS,02204070,235,8.9,8.7,8.8,5.45,5.40,5.42
2005-05-06,USGS,02204070,230,9.0,8.7,8.8,5.43,5.40,5.41
2005-05-07,USGS,02204070,223,8.9,8.4,8.7,5.42,5.38,5.40
2005-05-08,USGS,02204070,217,8.4,8.0,8.3,5.41,5.36,5.38
2005-05-09,USGS,02204070,212,8.2,7.7,8.0,5.40,5.35,5.37
2005-05-10,USGS,02204070,206,8.0,7.5,7.7,5.38,5.34,5.36
2005-05-11,USGS,02204070,205,7.8,7.3,7.5,5.37,5.33,5.35
2005-05-12,USGS,02204070,200,7.7,6.9,7.3,5.36,5.33,5.34
2005-05-13,USGS,02204070,198,7.4,6.4,7.0,5.35,5.33,5.34
2005-05-14,USGS,02204070,196,7.3,6.7,6.9,5.37,5.31,5.33
2005-05-15,USGS,02204070,514,,,,6.68,5.33,5.79
2005-05-16,USGS,02204070,355,,,,5.96,5.46,5.63
2005-05-17,USGS,02204070,229,7.7,6.9,7.2,5.46,5.39,5.41
2005-05-18,USGS,02204070,204,7.3,6.9,7.1,5.39,5.32,5.35
2005-05-19,USGS,02204070,195,7.4,6.8,7.1,5.35,5.31,5.33
2005-05-20,USGS,02204070,277,6.9,6.6,6.7,6.23,5.32,5.47
2005-05-21,USGS,02204070,474,6.9,6.4,6.5,6.30,5.49,5.79
2005-05-22,USGS,02204070,238,6.9,5.8,6.6,5.49,5.39,5.43
2005-05-23,USGS,02204070,207,,,,5.41,5.34,5.36
2005-05-24,USGS,02204070,191,,,,5.36,5.30,5.32
2005-05-25,USGS,02204070,181,,,,5.32,5.27,5.29
2005-05-26,USGS,02204070,178,,,,5.31,5.27,5.29
2005-05-27,USGS,02204070,175,8.0,7.2,7.6,5.30,5.26,5.28
2005-05-28,USGS,02204070,173,7.7,7.1,7.3,5.30,5.24,5.27
2005-05-29,USGS,02204070,178,7.4,7.0,7.2,5.41,5.24,5.29
2005-05-30,USGS,02204070,347,7.6,7.3,7.5,5.78,5.41,5.62
2005-05-31,USGS,02204070,340,7.4,7.0,7.2,5.82,5.48,5.61
2005-06-01,USGS,02204070,700,7.2,6.9,7.0,6.47,5.55,6.09
2005-06-02,USGS,02204070,958,7.2,6.8,7.0,6.84,5.87,6.40
2005-06-03,USGS,02204070,382,6.9,6.6,6.8,5.89,5.57,5.68
2005-06-04,USGS,02204070,283,6.6,6.1,6.4,5.57,5.48,5.52
2005-06-05,USGS,02204070,632,,,,7.56,5.41,5.90
2005-06-06,USGS,02204070,710,,,,7.45,5.65,6.08
2005-06-07,USGS,02204070,334,,,,5.67,5.53,5.61
2005-06-08,USGS,02204070,272,,,,5.54,5.47,5.50
2005-06-09,USGS,02204070,665,,,,6.98,5.50,6.03
2005-06-10,USGS,02204070,263,,,,5.59,5.44,5.48
2005-06-11,USGS,02204070,289,7.6,7.2,7.4,5.64,5.43,5.52
2005-06-12,USGS,02204070,1150,7.8,6.7,7.4,7.15,5.64,6.60
2005-06-13,USGS,02204070,517,7.5,6.7,7.4,6.34,5.65,5.87
2005-06-14,USGS,02204070,305,7.5,7.0,7.2,5.65,5.50,5.55
2005-06-15,USGS,02204070,252,7.2,6.8,7.0,5.51,5.41,5.46
2005-06-16,USGS,02204070,216,7.3,6.8,7.0,5.42,5.36,5.38
2005-06-17,USGS,02204070,202,7.4,7.1,7.2,5.36,5.33,5.35
2005-06-18,USGS,02204070,192,7.7,7.2,7.4,5.34,5.30,5.32
2005-06-19,USGS,02204070,182,7.8,7.4,7.5,5.33,5.27,5.30
2005-06-20,USGS,02204070,181,8.0,7.4,7.6,5.32,5.26,5.29
2005-06-21,USGS,02204070,712,7.7,5.8,7.0,6.56,5.31,6.10
2005-06-22,USGS,02204070,364,7.6,7.3,7.5,6.03,5.44,5.64
2005-06-23,USGS,02204070,220,7.5,7.1,7.4,5.44,5.36,5.39
2005-06-24,USGS,02204070,190,7.4,7.0,7.2,5.36,5.30,5.32
2005-06-25,USGS,02204070,176,7.6,7.0,7.2,5.30,5.26,5.28
2005-06-26,USGS,02204070,196,7.4,7.0,7.2,5.50,5.25,5.33
2005-06-27,USGS,02204070,214,7.6,7.2,7.4,5.48,5.31,5.37
2005-06-28,USGS,02204070,181,7.5,7.0,7.2,5.33,5.26,5.29
2005-06-29,USGS,02204070,175,7.4,6.8,7.0,5.31,5.25,5.28
2005-06-30,USGS,02204070,174,7.4,,7.0,5.41,5.25,5.28
2005-07-01,USGS,02204070,293,6.9,6.6,6.7,5.90,5.38,5.52
2005-07-02,USGS,02204070,339,7.1,6.3,6.6,6.03,5.38,5.59
2005-07-03,USGS,02204070,252,6.8,6.4,6.5,6.31,5.29,5.42
2005-07-04,USGS,02204070,412,6.9,5.5,6.2,6.42,5.40,5.69
2005-07-05,USGS,02204070,416,7.0,6.7,6.9,6.43,5.49,5.71
2005-07-06,USGS,02204070,703,7.5,6.4,6.8,,,
2005-07-07,USGS,02204070,6760,,,,,,
2005-07-08,USGS,02204070,961,8.5,6.3,7.7,8.05,5.94,6.39
2005-07-09,USGS,02204070,473,8.4,8.2,8.3,5.94,5.71,5.81
2005-07-10,USGS,02204070,767,8.6,8.3,8.4,8.27,5.78,6.16
2005-07-11,USGS,02204070,8020,8.6,7.5,8.1,12.31,8.27,11.00
2005-07-12,USGS,02204070,4500,8.2,7.0,7.5,12.18,6.39,8.80
2005-07-13,USGS,02204070,740,8.3,8.1,8.2,6.39,5.99,6.16
2005-07-14,USGS,02204070,519,8.3,8.0,8.2,5.99,5.78,5.88
2005-07-15,USGS,02204070,720,8.5,8.0,8.2,,,
2005-07-16,USGS,02204070,1060,8.2,7.2,8.0,7.76,5.84,6.47
2005-07-17,USGS,02204070,503,8.4,7.9,8.1,6.06,5.71,5.85
2005-07-18,USGS,02204070,351,8.1,7.7,7.9,5.71,5.58,5.63
2005-07-19,USGS,02204070,330,8.2,7.7,7.9,6.16,5.52,5.59
2005-07-20,USGS,02204070,489,8.5,7.4,7.8,6.28,5.61,5.83
2005-07-21,USGS,02204070,745,7.9,7.2,7.6,6.43,5.78,6.16
2005-07-22,USGS,02204070,475,8.0,7.4,7.7,6.27,5.61,5.81
2005-07-23,USGS,02204070,300,7.8,7.4,7.6,5.61,5.52,5.55
2005-07-24,USGS,02204070,272,7.9,7.3,7.7,5.54,5.46,5.50
2005-07-25,USGS,02204070,245,7.9,7.0,7.6,5.49,5.42,5.44
2005-07-26,USGS,02204070,233,7.6,6.3,7.1,5.44,5.41,5.42
2005-07-27,USGS,02204070,235,7.1,3.4,5.6,5.94,5.37,5.42
2005-07-28,USGS,02204070,746,7.7,7.1,7.3,6.92,5.63,6.13
2005-07-29,USGS,02204070,487,7.9,7.2,7.5,6.38,5.57,5.82
2005-07-30,USGS,02204070,382,8.2,7.5,7.8,5.99,5.50,5.67
2005-07-31,USGS,02204070,382,8.2,5.2,7.3,5.91,5.55,5.68
2005-08-01,USGS,02204070,269,7.2,5.5,6.5,5.55,5.44,5.49
2005-08-02,USGS,02204070,293,,6.6,,5.61,5.48,5.53
2005-08-03,USGS,02204070,244,6.6,6.0,6.3,5.48,5.42,5.44
2005-08-04,USGS,02204070,220,6.2,5.7,5.9,5.43,5.37,5.39
2005-08-05,USGS,02204070,377,6.2,5.3,5.7,6.03,5.39,5.66
2005-08-06,USGS,02204070,293,5.8,5.1,5.4,5.62,5.49,5.54
2005-08-07,USGS,02204070,517,,,,8.04,5.45,5.77
2005-08-08,USGS,02204070,2260,,,,8.50,6.38,7.58
2005-08-09,USGS,02204070,1000,,,,8.02,5.90,6.43
2005-08-10,USGS,02204070,656,,,,6.92,5.70,6.03
2005-08-11,USGS,02204070,590,,,,6.59,5.74,5.97
2005-08-12,USGS,02204070,448,,,,6.18,5.59,5.77
2005-08-13,USGS,02204070,674,,,,7.53,5.65,6.05
2005-08-14,USGS,02204070,1050,,,,8.02,5.78,6.43
2005-08-15,USGS,02204070,1510,7.4,,,8.01,5.80,6.91
2005-08-16,USGS,02204070,451,7.8,7.4,7.6,6.26,5.63,5.78
2005-08-17,USGS,02204070,421,7.9,7.2,7.4,6.25,5.56,5.73
2005-08-18,USGS,02204070,431,7.9,7.5,7.7,6.35,5.52,5.74
2005-08-19,USGS,02204070,707,8.5,7.8,8.0,6.74,5.69,6.10
2005-08-20,USGS,02204070,520,8.5,7.8,8.0,6.51,5.63,5.86
2005-08-21,USGS,02204070,297,8.0,7.7,7.9,5.63,5.51,5.54
2005-08-22,USGS,02204070,255,7.9,7.5,7.8,5.52,5.43,5.46
2005-08-23,USGS,02204070,237,7.9,7.7,7.8,5.46,5.40,5.43
2005-08-24,USGS,02204070,309,8.2,7.8,8.0,5.67,5.46,5.56
2005-08-25,USGS,02204070,238,7.9,7.6,7.8,5.48,5.40,5.43
2005-08-26,USGS,02204070,225,8.0,6.9,7.7,5.42,5.36,5.40
2005-08-27,USGS,02204070,218,7.9,6.8,7.4,5.41,5.36,5.38
2005-08-28,USGS,02204070,213,7.8,6.1,7.4,5.41,5.34,5.37
2005-08-29,USGS,02204070,392,7.7,,,7.74,5.34,5.62
2005-08-30,USGS,02204070,1940,7.3,6.2,7.0,8.87,6.03,7.25
2005-08-31,USGS,02204070,418,7.2,7.1,7.1,6.03,5.58,5.73
2005-09-01,USGS,02204070,292,7.5,7.1,7.3,5.58,5.50,5.53
2005-09-02,USGS,02204070,251,7.6,7.3,7.4,5.50,5.43,5.45
2005-09-03,USGS,02204070,227,7.6,7.3,7.4,5.43,5.38,5.40
2005-09-04,USGS,02204070,215,7.9,7.3,7.5,5.41,5.35,5.38
2005-09-05,USGS,02204070,206,8.0,7.3,7.7,5.39,5.32,5.36
2005-09-06,USGS,02204070,199,8.3,7.7,8.0,5.38,5.31,5.34
2005-09-07,USGS,02204070,193,8.4,7.7,8.0,5.34,5.31,5.33
2005-09-08,USGS,02204070,188,,,,5.33,5.30,5.31
2005-09-09,USGS,02204070,187,,,,5.33,5.29,5.31
2005-09-10,USGS,02204070,184,,,,5.33,5.28,5.30
2005-09-11,USGS,02204070,180,,,,5.33,5.25,5.29
2005-09-12,USGS,02204070,176,,,,5.32,5.25,5.28
2005-09-13,USGS,02204070,174,,,,5.30,5.26,5.28
2005-09-14,USGS,02204070,173,9.1,8.0,8.4,5.30,5.26,5.27
2005-09-15,USGS,02204070,167,,7.9,,,,5.26
2005-09-16,USGS,02204070,168,8.9,7.8,8.2,5.28,5.23,5.26
2005-09-17,USGS,02204070,167,8.7,7.5,8.0,5.30,5.23,5.26
2005-09-18,USGS,02204070,168,8.7,7.7,8.1,5.30,5.23,5.26
2005-09-19,USGS,02204070,162,9.1,7.7,8.3,5.29,5.22,5.24
2005-09-20,USGS,02204070,158,9.2,7.9,8.4,5.26,5.21,5.23
2005-09-21,USGS,02204070,159,9.0,7.8,8.3,5.26,5.21,5.24
2005-09-22,USGS,02204070,157,8.7,7.6,8.0,5.25,5.22,5.23
2005-09-23,USGS,02204070,156,8.8,7.7,8.1,5.25,5.21,5.23
2005-09-24,USGS,02204070,157,8.7,7.6,8.0,5.26,5.20,5.23
2005-09-25,USGS,02204070,154,8.4,7.5,7.9,5.25,5.19,5.22
2005-09-26,USGS,02204070,156,8.2,7.3,7.7,5.26,5.20,5.23
2005-09-27,USGS,02204070,165,,,,5.27,5.24,5.25
2005-09-28,USGS,02204070,166,,,,5.28,5.23,5.26
2005-09-29,USGS,02204070,160,,,,5.29,5.21,5.24
2005-09-30,USGS,02204070,155,,,,5.26,5.20,5.23
2005-10-01,USGS,02204070,152,,,,5.25,5.17,5.21
2005-10-02,USGS,02204070,154,,,,5.25,5.18,5.21
2005-10-03,USGS,02204070,153,,,,5.25,5.18,5.21
2005-10-04,USGS,02204070,147,,,,5.22,5.17,5.19
2005-10-05,USGS,02204070,146,,,,5.22,5.16,5.19
2005-10-06,USGS,02204070,320,,,,6.05,5.20,5.52
2005-10-07,USGS,02204070,1290,,,,8.54,5.66,6.63
2005-10-08,USGS,02204070,2130,,,,9.09,5.95,7.37
2005-10-09,USGS,02204070,407,,,,5.95,5.61,5.71
2005-10-10,USGS,02204070,291,,,,5.61,5.48,5.52
2005-10-11,USGS,02204070,244,,,,5.49,5.40,5.43
2005-10-12,USGS,02204070,219,,,,5.42,5.36,5.38
2005-10-13,USGS,02204070,209,,,,5.39,5.33,5.35
2005-10-14,USGS,02204070,200,,,,5.36,5.32,5.33
2005-10-15,USGS,02204070,193,,,,5.35,5.28,5.31
2005-10-16,USGS,02204070,187,,,,5.33,5.26,5.30
2005-10-17,USGS,02204070,182,,,,5.33,5.26,5.29
2005-10-18,USGS,02204070,176,,,,5.30,5.25,5.27
2005-10-19,USGS,02204070,177,,,,5.29,5.26,5.28
2005-10-20,USGS,02204070,173,,,,5.29,5.24,5.26
2005-10-21,USGS,02204070,173,,,,5.28,5.24,5.26
2005-10-22,USGS,02204070,301,,,,5.85,5.28,5.52
2005-10-23,USGS,02204070,212,,,,5.46,5.32,5.36
2005-10-24,USGS,02204070,177,,,,5.36,5.23,5.27
2005-10-25,USGS,02204070,165,,,,5.27,5.21,5.24
2005-10-26,USGS,02204070,173,,,,5.32,5.24,5.26
2005-10-27,USGS,02204070,167,,,,5.27,5.22,5.25
2005-10-28,USGS,02204070,168,,,,5.28,5.23,5.25
2005-10-29,USGS,02204070,168,,,,5.29,5.22,5.25
2005-10-30,USGS,02204070,168,,,,5.30,5.22,5.25
2005-10-31,USGS,02204070,168,,,,5.29,5.23,5.25
2005-11-01,USGS,02204070,165,,,,5.26,5.22,5.24
