,agency_cd,site_no,Discharge_cfs_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum,Dissolved_oxygen_mpl_Mean,Gage_height_feet_Maximum,Gage_height_feet_Minimum,Gage_height_feet_Mean
1997-09-30,USGS,02204070,239,6.5,6.0,6.2,,,
1997-10-01,USGS,02204070,174,6.4,6.2,6.3,,,
1997-10-02,USGS,02204070,143,6.7,6.2,6.5,,,
1997-10-03,USGS,02204070,133,7.7,6.5,7.2,,,
1997-10-04,USGS,02204070,131,8.3,7.4,7.9,,,
1997-10-05,USGS,02204070,127,,,,,,
1997-10-06,USGS,02204070,121,,,,,,
1997-10-07,USGS,02204070,121,,,,,,
1997-10-08,USGS,02204070,118,,,,,,
1997-10-09,USGS,02204070,113,,,,,,
1997-10-10,USGS,02204070,116,,,,,,
1997-10-11,USGS,02204070,114,,,,,,
1997-10-12,USGS,02204070,114,,,,,,
1997-10-13,USGS,02204070,113,,,,,,
1997-10-14,USGS,02204070,110,,,,,,
1997-10-15,USGS,02204070,109,,,,,,
1997-10-16,USGS,02204070,109,,,,,,
1997-10-17,USGS,02204070,134,8.4,7.9,8.1,,,
1997-10-18,USGS,02204070,122,8.4,7.8,8.0,,,
1997-10-19,USGS,02204070,115,,,,,,
1997-10-20,USGS,02204070,110,,,,,,
1997-10-21,USGS,02204070,106,,,,,,
1997-10-22,USGS,02204070,169,,,,,,
1997-10-23,USGS,02204070,126,,,,,,
1997-10-24,USGS,02204070,169,,,,,,
1997-10-25,USGS,02204070,443,,,,,,
1997-10-26,USGS,02204070,4350,8.2,7.5,7.9,,,
1997-10-27,USGS,02204070,1220,7.9,7.5,7.7,,,
1997-10-28,USGS,02204070,345,8.7,7.9,8.4,,,
1997-10-29,USGS,02204070,248,8.7,8.2,8.4,,,
1997-10-30,USGS,02204070,194,8.4,8.0,8.2,,,
1997-10-31,USGS,02204070,175,8.3,8.0,8.2,,,
1997-11-01,USGS,02204070,568,,,,,,
1997-11-02,USGS,02204070,263,,,,,,
1997-11-03,USGS,02204070,200,,,,,,
1997-11-04,USGS,02204070,165,,,,,,
1997-11-05,USGS,02204070,155,,,,,,
1997-11-06,USGS,02204070,203,,,,,,
1997-11-07,USGS,02204070,257,,,,,,
1997-11-08,USGS,02204070,167,,,,,,
1997-11-09,USGS,02204070,158,,,,,,
1997-11-10,USGS,02204070,151,9.2,8.9,9.0,,,
1997-11-11,USGS,02204070,147,9.1,8.8,9.0,,,
1997-11-12,USGS,02204070,149,9.1,8.9,9.0,,,
1997-11-13,USGS,02204070,450,9.1,8.6,8.9,,,
1997-11-14,USGS,02204070,479,9.2,8.8,9.0,,,
1997-11-15,USGS,02204070,246,9.0,8.8,8.9,,,
1997-11-16,USGS,02204070,198,9.1,8.9,9.0,,,
1997-11-17,USGS,02204070,173,9.5,8.9,9.2,,,
1997-11-18,USGS,02204070,163,9.5,8.9,9.2,,,
1997-11-19,USGS,02204070,157,9.2,8.3,8.9,,,
1997-11-20,USGS,02204070,153,8.7,8.3,8.5,,,
1997-11-21,USGS,02204070,161,9.0,8.4,8.8,,,
1997-11-22,USGS,02204070,3100,,,,,,
1997-11-23,USGS,02204070,481,,,,,,
1997-11-24,USGS,02204070,286,,,,,,
1997-11-25,USGS,02204070,224,9.6,9.2,9.5,,,
1997-11-26,USGS,02204070,203,10.0,9.6,9.8,,,
1997-11-27,USGS,02204070,194,9.8,9.3,9.6,,,
1997-11-28,USGS,02204070,178,9.6,9.3,9.5,,,
1997-11-29,USGS,02204070,193,9.4,9.0,9.2,,,
1997-11-30,USGS,02204070,454,9.1,8.4,8.8,,,
1997-12-01,USGS,02204070,226,8.8,8.4,8.6,,,
1997-12-02,USGS,02204070,196,9.4,8.8,9.1,,,
1997-12-03,USGS,02204070,194,9.3,9.0,9.2,,,
1997-12-04,USGS,02204070,608,9.1,8.7,8.9,,,
1997-12-05,USGS,02204070,258,9.7,8.8,9.3,,,
1997-12-06,USGS,02204070,210,10.3,9.7,10.0,,,
1997-12-07,USGS,02204070,189,10.6,10.3,10.4,,,
1997-12-08,USGS,02204070,189,10.6,10.4,10.5,,,
1997-12-09,USGS,02204070,279,10.6,10.4,10.5,,,
1997-12-10,USGS,02204070,293,10.4,9.9,10.1,,,
1997-12-11,USGS,02204070,245,9.9,9.8,9.9,,,
1997-12-12,USGS,02204070,195,10.1,9.8,10.0,,,
1997-12-13,USGS,02204070,187,10.1,9.9,10.0,,,
1997-12-14,USGS,02204070,198,10.2,9.9,10.1,,,
1997-12-15,USGS,02204070,229,10.6,10.2,10.4,,,
1997-12-16,USGS,02204070,183,10.8,10.4,10.6,,,
1997-12-17,USGS,02204070,175,10.8,10.4,10.5,,,
1997-12-18,USGS,02204070,168,10.7,10.2,10.4,,,
1997-12-19,USGS,02204070,163,10.6,10.2,10.4,,,
1997-12-20,USGS,02204070,163,10.6,10.1,10.4,,,
1997-12-21,USGS,02204070,166,10.3,9.8,10.1,,,
1997-12-22,USGS,02204070,655,10.0,9.8,9.9,,,
1997-12-23,USGS,02204070,301,10.0,9.9,10.0,,,
1997-12-24,USGS,02204070,4140,10.3,9.8,10.0,,,
1997-12-25,USGS,02204070,2200,9.9,9.5,9.7,,,
1997-12-26,USGS,02204070,530,10.1,9.7,9.9,,,
1997-12-27,USGS,02204070,622,10.3,9.9,10.1,,,
1997-12-28,USGS,02204070,391,10.7,10.2,10.5,,,
1997-12-29,USGS,02204070,304,10.8,10.7,10.8,,,
1997-12-30,USGS,02204070,278,10.9,10.7,10.8,,,
1997-12-31,USGS,02204070,247,11.0,10.7,10.9,,,
1998-01-01,USGS,02204070,226,11.4,11.0,11.2,,,
1998-01-02,USGS,02204070,217,11.5,11.1,11.3,,,
1998-01-03,USGS,02204070,214,11.3,10.8,11.1,,,
1998-01-04,USGS,02204070,209,10.9,10.2,10.6,,,
1998-01-05,USGS,02204070,206,10.3,9.6,9.9,,,
1998-01-06,USGS,02204070,207,9.6,9.2,9.4,,,
1998-01-07,USGS,02204070,1260,9.2,8.5,8.9,,,
1998-01-08,USGS,02204070,1810,8.7,8.0,8.3,,,
1998-01-09,USGS,02204070,467,9.4,8.7,9.1,,,
1998-01-10,USGS,02204070,330,10.0,9.4,9.8,,,
1998-01-11,USGS,02204070,279,10.2,10.0,10.1,,,
1998-01-12,USGS,02204070,256,10.1,10.0,10.1,,,
1998-01-13,USGS,02204070,257,10.0,9.6,9.8,,,
1998-01-14,USGS,02204070,271,9.7,9.5,9.5,,,
1998-01-15,USGS,02204070,740,10.6,9.7,10.1,,,
1998-01-16,USGS,02204070,874,10.6,10.4,10.5,,,
1998-01-17,USGS,02204070,448,10.5,10.3,10.4,,,
1998-01-18,USGS,02204070,335,10.5,10.2,10.3,,,
1998-01-19,USGS,02204070,1300,10.7,10.3,10.5,,,
1998-01-20,USGS,02204070,481,10.7,10.4,10.5,,,
1998-01-21,USGS,02204070,341,10.7,10.4,10.6,,,
1998-01-22,USGS,02204070,400,10.5,10.2,10.2,,,
1998-01-23,USGS,02204070,674,10.4,10.0,10.2,,,
1998-01-24,USGS,02204070,359,10.1,9.9,10.0,,,
1998-01-25,USGS,02204070,294,10.4,10.0,10.2,,,
1998-01-26,USGS,02204070,269,10.6,10.3,10.4,,,
1998-01-27,USGS,02204070,1810,11.0,10.4,10.7,,,
1998-01-28,USGS,02204070,624,10.7,10.4,10.6,,,
1998-01-29,USGS,02204070,407,10.5,10.3,10.4,,,
1998-01-30,USGS,02204070,343,10.3,10.1,10.2,,,
1998-01-31,USGS,02204070,296,10.4,10.0,10.2,,,
1998-02-01,USGS,02204070,272,10.6,10.3,10.4,,,
1998-02-02,USGS,02204070,272,10.5,10.2,10.3,,,
1998-02-03,USGS,02204070,3130,10.8,10.1,10.5,,,
1998-02-04,USGS,02204070,6310,10.5,10.1,10.4,,,
1998-02-05,USGS,02204070,1560,10.3,10.1,10.2,,,
1998-02-06,USGS,02204070,596,10.3,9.9,10.2,,,
1998-02-07,USGS,02204070,453,10.0,9.8,9.9,,,
1998-02-08,USGS,02204070,390,10.0,9.8,9.9,,,
1998-02-09,USGS,02204070,342,10.1,9.8,10.0,,,
1998-02-10,USGS,02204070,312,10.2,9.9,10.1,,,
1998-02-11,USGS,02204070,339,10.1,9.6,9.8,,,
1998-02-12,USGS,02204070,330,9.8,9.5,9.7,,,
1998-02-13,USGS,02204070,278,10.0,9.6,9.9,,,
1998-02-14,USGS,02204070,265,10.3,9.9,10.1,,,
1998-02-15,USGS,02204070,255,10.5,10.0,10.2,,,
1998-02-16,USGS,02204070,720,10.6,10.1,10.4,,,
1998-02-17,USGS,02204070,1340,10.3,9.7,10.1,,,
1998-02-18,USGS,02204070,614,9.9,9.6,9.7,,,
1998-02-19,USGS,02204070,402,10.3,9.9,10.1,,,
1998-02-20,USGS,02204070,338,9.9,9.4,9.6,,,
1998-02-21,USGS,02204070,299,10.0,9.4,9.7,,,
1998-02-22,USGS,02204070,461,10.2,9.7,9.9,,,
1998-02-23,USGS,02204070,857,10.2,9.9,10.1,,,
1998-02-24,USGS,02204070,411,10.5,10.1,10.3,,,
1998-02-25,USGS,02204070,338,10.2,9.8,10.0,,,
1998-02-26,USGS,02204070,306,10.0,9.6,9.8,,,
1998-02-27,USGS,02204070,1150,9.6,9.1,9.3,,,
1998-02-28,USGS,02204070,470,9.4,9.1,9.2,,,
1998-03-01,USGS,02204070,364,9.7,9.3,9.4,,,
1998-03-02,USGS,02204070,317,10.0,9.4,9.7,,,
1998-03-03,USGS,02204070,289,10.7,9.8,10.3,,,
1998-03-04,USGS,02204070,274,11.0,10.5,10.7,,,
1998-03-05,USGS,02204070,410,10.6,10.1,10.3,,,
1998-03-06,USGS,02204070,1130,10.4,10.1,10.2,,,
1998-03-07,USGS,02204070,2310,10.6,10.2,10.4,,,
1998-03-08,USGS,02204070,7020,10.5,9.8,10.2,,,
1998-03-09,USGS,02204070,6460,10.2,9.8,10.0,,,
1998-03-10,USGS,02204070,864,10.3,9.8,10.1,,,
1998-03-11,USGS,02204070,583,10.7,10.0,10.4,,,
1998-03-12,USGS,02204070,477,10.9,10.4,10.6,,,
1998-03-13,USGS,02204070,423,11.0,10.5,10.7,,,
1998-03-14,USGS,02204070,379,10.6,10.0,10.4,,,
1998-03-15,USGS,02204070,357,10.0,9.3,9.7,,,
1998-03-16,USGS,02204070,333,9.6,9.1,9.4,,,
1998-03-17,USGS,02204070,317,9.7,9.2,9.4,,,
1998-03-18,USGS,02204070,313,9.9,9.7,9.8,,,
1998-03-19,USGS,02204070,314,10.1,9.6,9.9,,,
1998-03-20,USGS,02204070,306,9.6,8.9,9.3,,,
1998-03-21,USGS,02204070,292,9.7,8.9,9.3,,,
1998-03-22,USGS,02204070,283,10.3,9.7,9.9,,,
1998-03-23,USGS,02204070,277,10.1,9.4,9.7,,,
1998-03-24,USGS,02204070,269,9.7,9.3,9.5,,,
1998-03-25,USGS,02204070,268,9.9,9.0,9.3,,,
1998-03-26,USGS,02204070,263,9.6,8.5,9.0,,,
1998-03-27,USGS,02204070,258,9.8,8.3,8.9,,,
1998-03-28,USGS,02204070,253,10.0,8.0,8.9,,,
1998-03-29,USGS,02204070,253,10.2,8.2,9.1,,,
1998-03-30,USGS,02204070,250,10.4,8.2,9.1,,,
1998-03-31,USGS,02204070,246,9.6,8.0,8.7,,,
1998-04-01,USGS,02204070,460,9.3,7.4,8.3,,,
1998-04-02,USGS,02204070,323,8.8,7.3,7.9,,,
1998-04-03,USGS,02204070,1640,8.4,7.3,7.9,,,
1998-04-04,USGS,02204070,3710,8.7,7.9,8.3,,,
1998-04-05,USGS,02204070,640,8.9,8.4,8.7,,,
1998-04-06,USGS,02204070,452,8.8,8.5,8.7,,,
1998-04-07,USGS,02204070,373,9.0,8.4,8.6,,,
1998-04-08,USGS,02204070,355,8.6,8.0,8.3,,,
1998-04-09,USGS,02204070,1480,8.1,7.3,7.7,,,
1998-04-10,USGS,02204070,526,8.6,7.7,8.2,,,
1998-04-11,USGS,02204070,401,9.1,8.5,8.8,,,
1998-04-12,USGS,02204070,355,9.0,8.5,8.7,,,
1998-04-13,USGS,02204070,325,8.8,8.3,8.6,,,
1998-04-14,USGS,02204070,553,8.6,8.2,8.4,,,
1998-04-15,USGS,02204070,513,8.4,8.0,8.2,,,
1998-04-16,USGS,02204070,355,8.2,8.0,8.1,,,
1998-04-17,USGS,02204070,444,8.1,7.9,8.0,,,
1998-04-18,USGS,02204070,361,8.1,7.7,7.9,,,
1998-04-19,USGS,02204070,1040,8.0,7.7,7.9,,,
1998-04-20,USGS,02204070,735,8.1,7.7,7.9,,,
1998-04-21,USGS,02204070,419,8.4,7.8,8.2,,,
1998-04-22,USGS,02204070,1020,8.8,8.3,8.5,,,
1998-04-23,USGS,02204070,513,8.7,8.5,8.6,,,
1998-04-24,USGS,02204070,379,8.8,8.3,8.6,,,
1998-04-25,USGS,02204070,335,9.1,8.6,8.8,,,
1998-04-26,USGS,02204070,309,8.9,8.3,8.6,,,
1998-04-27,USGS,02204070,290,8.6,8.1,8.3,,,
1998-04-28,USGS,02204070,275,8.6,8.0,8.3,,,
1998-04-29,USGS,02204070,269,8.9,8.5,8.8,,,
1998-04-30,USGS,02204070,1120,8.8,8.3,8.5,,,
1998-05-01,USGS,02204070,962,8.7,8.2,8.4,,,
1998-05-02,USGS,02204070,449,8.7,8.3,8.5,,,
1998-05-03,USGS,02204070,393,8.7,8.3,8.5,,,
1998-05-04,USGS,02204070,453,8.7,8.2,8.4,,,
1998-05-05,USGS,02204070,328,8.4,8.1,8.3,,,
1998-05-06,USGS,02204070,292,8.3,8.1,8.2,,,
1998-05-07,USGS,02204070,343,8.3,8.0,8.1,,,
1998-05-08,USGS,02204070,400,8.2,7.5,7.9,,,
1998-05-09,USGS,02204070,291,8.0,6.7,7.6,,,
1998-05-10,USGS,02204070,301,7.8,7.6,7.7,,,
1998-05-11,USGS,02204070,331,7.9,7.4,7.7,,,
1998-05-12,USGS,02204070,271,8.0,7.4,7.7,,,
1998-05-13,USGS,02204070,251,8.1,7.6,7.8,,,
1998-05-14,USGS,02204070,242,8.0,7.3,7.7,,,
1998-05-15,USGS,02204070,236,7.9,7.0,7.5,,,
1998-05-16,USGS,02204070,235,7.7,6.9,7.3,,,
1998-05-17,USGS,02204070,237,7.7,6.9,7.2,,,
1998-05-18,USGS,02204070,228,7.9,6.9,7.4,,,
1998-05-19,USGS,02204070,222,8.0,7.2,7.5,,,
1998-05-20,USGS,02204070,216,7.9,6.9,7.4,,,
1998-05-21,USGS,02204070,212,7.6,6.8,7.1,,,
1998-05-22,USGS,02204070,207,7.6,6.7,7.0,,,
1998-05-23,USGS,02204070,212,7.7,6.6,7.0,,,
1998-05-24,USGS,02204070,203,7.7,6.5,7.0,,,
1998-05-25,USGS,02204070,205,8.1,6.7,7.3,,,
1998-05-26,USGS,02204070,200,8.0,6.8,7.3,,,
1998-05-27,USGS,02204070,200,7.6,6.5,7.0,,,
1998-05-28,USGS,02204070,438,6.9,4.8,5.7,,,
1998-05-29,USGS,02204070,221,7.0,5.9,6.5,,,
1998-05-30,USGS,02204070,1390,6.7,4.2,6.1,,,
1998-05-31,USGS,02204070,487,6.5,6.3,6.4,,,
1998-06-01,USGS,02204070,288,6.8,6.3,6.5,,,
1998-06-02,USGS,02204070,242,6.7,6.3,6.5,,,
1998-06-03,USGS,02204070,224,6.7,5.9,6.4,,,
1998-06-04,USGS,02204070,214,6.4,5.8,6.1,,,
1998-06-05,USGS,02204070,666,6.8,6.0,6.3,,,
1998-06-06,USGS,02204070,327,6.8,6.5,6.7,,,
1998-06-07,USGS,02204070,244,7.0,6.4,6.7,,,
1998-06-08,USGS,02204070,212,7.8,6.9,7.4,,,
1998-06-09,USGS,02204070,202,8.1,7.4,7.6,,,
1998-06-10,USGS,02204070,200,7.8,7.2,7.5,,,
1998-06-11,USGS,02204070,232,7.7,7.0,7.3,,,
1998-06-12,USGS,02204070,198,7.7,6.8,7.2,,,
1998-06-13,USGS,02204070,201,7.6,6.4,6.9,,,
1998-06-14,USGS,02204070,185,7.6,6.3,6.8,,,
1998-06-15,USGS,02204070,178,7.4,6.0,6.5,,,
1998-06-16,USGS,02204070,333,6.8,5.2,5.9,,,
1998-06-17,USGS,02204070,255,6.9,5.4,6.4,,,
1998-06-18,USGS,02204070,190,7.1,6.2,6.6,,,
1998-06-19,USGS,02204070,294,7.1,6.2,6.7,,,
1998-06-20,USGS,02204070,442,7.1,6.0,6.5,,,
1998-06-21,USGS,02204070,209,7.0,6.3,6.7,,,
1998-06-22,USGS,02204070,184,7.2,6.3,6.7,,,
1998-06-23,USGS,02204070,174,7.2,6.3,6.7,,,
1998-06-24,USGS,02204070,167,7.5,6.0,6.6,,,
1998-06-25,USGS,02204070,168,7.4,5.9,6.5,,,
1998-06-26,USGS,02204070,160,7.6,5.5,6.4,,,
1998-06-27,USGS,02204070,160,7.7,5.4,6.3,,,
1998-06-28,USGS,02204070,153,7.8,5.1,6.2,,,
1998-06-29,USGS,02204070,148,8.4,5.1,6.4,,,
1998-06-30,USGS,02204070,172,8.2,5.3,6.5,,,
1998-07-01,USGS,02204070,214,6.8,5.4,6.0,,,
1998-07-02,USGS,02204070,159,7.2,5.4,6.1,,,
1998-07-03,USGS,02204070,150,8.1,6.2,7.0,,,
1998-07-04,USGS,02204070,147,8.3,5.8,6.8,,,
1998-07-05,USGS,02204070,147,8.2,5.7,6.7,,,
1998-07-06,USGS,02204070,141,8.6,5.8,6.9,,,
1998-07-07,USGS,02204070,137,8.5,6.1,7.1,,,
1998-07-08,USGS,02204070,150,7.9,5.6,6.6,,,
1998-07-09,USGS,02204070,305,6.4,5.0,5.5,,,
1998-07-10,USGS,02204070,195,6.1,5.1,5.6,,,
1998-07-11,USGS,02204070,148,5.8,4.8,5.2,,,
1998-07-12,USGS,02204070,160,5.5,4.7,5.0,,,
1998-07-13,USGS,02204070,228,6.7,5.2,6.2,,,
1998-07-14,USGS,02204070,156,7.0,6.0,6.4,,,
1998-07-15,USGS,02204070,138,7.3,6.3,6.7,,,
1998-07-16,USGS,02204070,146,7.0,6.2,6.6,,,
1998-07-17,USGS,02204070,228,6.7,6.3,6.5,,,
1998-07-18,USGS,02204070,157,6.5,5.7,6.2,,,
1998-07-19,USGS,02204070,137,7.0,5.4,6.0,,,
1998-07-20,USGS,02204070,364,6.7,5.7,6.1,,,
1998-07-21,USGS,02204070,188,6.6,5.8,6.3,,,
1998-07-22,USGS,02204070,145,6.6,5.7,6.1,,,
1998-07-23,USGS,02204070,186,6.8,5.8,6.3,,,
1998-07-24,USGS,02204070,147,7.0,5.8,6.3,,,
1998-07-25,USGS,02204070,232,6.9,5.7,6.4,,,
1998-07-26,USGS,02204070,221,7.4,6.3,6.9,,,
1998-07-27,USGS,02204070,520,7.2,5.3,6.7,,,
1998-07-28,USGS,02204070,569,6.8,5.8,6.6,,,
1998-07-29,USGS,02204070,194,7.0,6.4,6.8,,,
1998-07-30,USGS,02204070,168,7.1,6.4,6.8,,,
1998-07-31,USGS,02204070,148,7.2,6.4,6.8,,,
1998-08-01,USGS,02204070,139,7.5,6.5,6.9,,,
1998-08-02,USGS,02204070,129,7.9,6.6,7.2,,,
1998-08-03,USGS,02204070,124,8.2,7.1,7.6,,,
1998-08-04,USGS,02204070,119,8.6,7.3,7.8,,,
1998-08-05,USGS,02204070,116,9.0,7.1,7.9,,,
1998-08-06,USGS,02204070,114,9.4,7.1,8.0,,,
1998-08-07,USGS,02204070,112,9.4,7.1,8.1,,,
1998-08-08,USGS,02204070,111,9.4,6.4,7.6,,,
1998-08-09,USGS,02204070,299,8.5,6.3,6.9,,,
1998-08-10,USGS,02204070,377,6.8,6.5,6.7,,,
1998-08-11,USGS,02204070,154,7.2,6.3,6.7,,,
1998-08-12,USGS,02204070,132,7.3,6.5,6.8,,,
1998-08-13,USGS,02204070,129,7.5,6.3,6.8,,,
1998-08-14,USGS,02204070,543,7.0,6.3,6.6,,,
1998-08-15,USGS,02204070,333,7.0,6.6,6.8,,,
1998-08-16,USGS,02204070,294,7.1,6.5,6.8,,,
1998-08-17,USGS,02204070,726,6.9,6.5,6.8,,,
1998-08-18,USGS,02204070,243,7.2,6.8,7.0,,,
1998-08-19,USGS,02204070,189,7.1,6.4,6.8,,,
1998-08-20,USGS,02204070,513,6.9,6.4,6.7,,,
1998-08-21,USGS,02204070,209,7.1,6.6,6.9,,,
1998-08-22,USGS,02204070,155,7.2,6.5,6.8,,,
1998-08-23,USGS,02204070,141,7.2,6.4,6.8,,,
1998-08-24,USGS,02204070,136,7.5,6.6,6.9,,,
1998-08-25,USGS,02204070,127,7.7,6.3,6.8,,,
1998-08-26,USGS,02204070,123,8.0,6.3,6.9,,,
1998-08-27,USGS,02204070,117,8.3,6.1,6.9,,,
1998-08-28,USGS,02204070,116,8.4,5.6,6.7,,,
1998-08-29,USGS,02204070,112,8.7,5.5,6.8,,,
1998-08-30,USGS,02204070,113,8.6,5.6,6.9,,,
1998-08-31,USGS,02204070,113,8.7,5.8,7.0,,,
1998-09-01,USGS,02204070,109,8.4,5.8,6.8,,,
1998-09-02,USGS,02204070,278,6.9,6.0,6.5,,,
1998-09-03,USGS,02204070,215,7.3,6.6,7.1,,,
1998-09-04,USGS,02204070,154,7.8,7.0,7.3,,,
1998-09-05,USGS,02204070,122,8.2,6.9,7.4,,,
1998-09-06,USGS,02204070,112,8.6,6.9,7.5,,,
1998-09-07,USGS,02204070,110,8.7,6.4,7.3,,,
1998-09-08,USGS,02204070,116,8.5,6.5,7.2,,,
1998-09-09,USGS,02204070,104,9.3,6.1,7.4,,,
1998-09-10,USGS,02204070,101,9.8,6.8,8.1,,,
1998-09-11,USGS,02204070,101,10.5,7.1,8.5,,,
1998-09-12,USGS,02204070,100,10.2,7.1,8.3,,,
1998-09-13,USGS,02204070,101,10.0,6.8,8.1,,,
1998-09-14,USGS,02204070,99.0,9.6,6.7,7.9,,,
1998-09-15,USGS,02204070,94.0,9.1,6.5,7.6,,,
1998-09-16,USGS,02204070,94.0,8.6,6.5,7.4,,,
1998-09-17,USGS,02204070,93.0,8.7,6.5,7.3,,,
1998-09-18,USGS,02204070,92.0,8.1,6.3,7.0,,,
1998-09-19,USGS,02204070,98.0,8.0,6.6,7.1,,,
1998-09-20,USGS,02204070,110,7.7,6.6,7.1,,,
1998-09-21,USGS,02204070,436,7.1,5.3,6.4,,,
1998-09-22,USGS,02204070,239,6.6,6.2,6.5,,,
1998-09-23,USGS,02204070,129,6.7,6.3,6.5,,,
1998-09-24,USGS,02204070,110,7.1,6.4,6.7,,,
1998-09-25,USGS,02204070,108,7.4,6.6,6.9,,,
1998-09-26,USGS,02204070,104,7.8,6.7,7.1,,,
1998-09-27,USGS,02204070,103,7.7,6.6,7.0,,,
1998-09-28,USGS,02204070,104,7.4,6.5,6.9,,,
1998-09-29,USGS,02204070,514,7.1,6.0,6.7,,,
1998-09-30,USGS,02204070,390,7.0,6.4,6.8,,,
1998-10-01,USGS,02204070,155,6.9,6.4,6.7,,,
1998-10-02,USGS,02204070,125,7.2,6.5,6.8,,,
1998-10-03,USGS,02204070,114,7.4,6.8,7.0,,,
1998-10-04,USGS,02204070,122,7.4,6.9,7.1,,,
1998-10-05,USGS,02204070,121,7.4,6.7,7.0,,,
1998-10-06,USGS,02204070,126,7.1,6.5,6.8,,,
1998-10-07,USGS,02204070,117,7.4,6.7,7.0,,,
1998-10-08,USGS,02204070,150,7.2,6.7,6.9,,,
1998-10-09,USGS,02204070,121,7.7,6.8,7.2,,,
1998-10-10,USGS,02204070,106,8.0,7.1,7.5,,,
1998-10-11,USGS,02204070,108,8.0,7.1,7.5,,,
1998-10-12,USGS,02204070,108,8.1,7.1,7.6,,,
1998-10-13,USGS,02204070,103,8.2,7.1,7.6,,,
1998-10-14,USGS,02204070,99.0,8.2,7.1,7.6,,,
1998-10-15,USGS,02204070,97.0,8.3,7.1,7.7,,,
1998-10-16,USGS,02204070,97.0,8.6,7.3,7.9,,,
1998-10-17,USGS,02204070,97.0,8.6,7.4,8.0,,,
1998-10-18,USGS,02204070,98.0,8.7,7.6,8.1,,,
1998-10-19,USGS,02204070,100,8.6,7.3,7.9,,,
1998-10-20,USGS,02204070,97.0,8.4,6.9,7.6,,,
1998-10-21,USGS,02204070,96.0,8.8,7.1,7.8,,,
1998-10-22,USGS,02204070,91.0,8.7,7.1,7.8,,,
1998-10-23,USGS,02204070,90.0,9.2,7.4,8.2,,,
1998-10-24,USGS,02204070,91.0,9.7,7.7,8.6,,,
1998-10-25,USGS,02204070,95.0,9.7,7.9,8.8,,,
1998-10-26,USGS,02204070,97.0,9.5,7.8,8.7,,,
1998-10-27,USGS,02204070,92.0,9.5,7.5,8.4,,,
1998-10-28,USGS,02204070,92.0,9.6,7.6,8.5,,,
1998-10-29,USGS,02204070,90.0,9.4,7.4,8.3,,,
1998-10-30,USGS,02204070,91.0,9.4,7.4,8.3,,,
1998-10-31,USGS,02204070,90.0,8.9,7.2,8.0,,,
1998-11-01,USGS,02204070,93.0,8.9,6.9,7.9,,,
1998-11-02,USGS,02204070,95.0,9.0,7.2,8.0,,,
1998-11-03,USGS,02204070,98.0,8.3,7.0,7.5,,,
1998-11-04,USGS,02204070,99.0,8.5,6.7,7.5,,,
1998-11-05,USGS,02204070,94.0,8.6,7.3,7.8,,,
1998-11-06,USGS,02204070,95.0,9.1,7.4,8.1,,,
1998-11-07,USGS,02204070,97.0,9.6,7.8,8.6,,,
1998-11-08,USGS,02204070,103,9.2,8.2,8.6,,,
1998-11-09,USGS,02204070,129,8.8,8.1,8.4,,,
1998-11-10,USGS,02204070,130,8.4,7.6,8.1,,,
1998-11-11,USGS,02204070,321,7.6,6.9,7.3,,,
1998-11-12,USGS,02204070,156,8.4,7.2,7.9,,,
1998-11-13,USGS,02204070,108,8.4,8.1,8.2,,,
1998-11-14,USGS,02204070,122,8.3,7.9,8.1,,,
1998-11-15,USGS,02204070,342,8.6,8.1,8.4,,,
1998-11-16,USGS,02204070,178,8.2,7.9,8.1,,,
1998-11-17,USGS,02204070,185,8.1,7.7,8.0,,,
1998-11-18,USGS,02204070,116,8.4,7.7,8.0,,,
1998-11-19,USGS,02204070,102,8.5,7.9,8.3,,,
1998-11-20,USGS,02204070,104,8.4,7.9,8.2,,,
1998-11-21,USGS,02204070,101,8.7,7.7,8.2,,,
1998-11-22,USGS,02204070,102,9.2,8.3,8.7,,,
1998-11-23,USGS,02204070,103,8.9,8.7,8.8,,,
1998-11-24,USGS,02204070,103,9.0,8.3,8.7,,,
1998-11-25,USGS,02204070,104,8.9,8.0,8.4,,,
1998-11-26,USGS,02204070,105,8.9,8.0,8.4,,,
1998-11-27,USGS,02204070,99.0,9.3,8.3,8.7,,,
1998-11-28,USGS,02204070,96.0,9.5,8.5,8.9,,,
1998-11-29,USGS,02204070,99.0,9.7,8.6,9.1,,,
1998-11-30,USGS,02204070,101,9.7,8.7,9.1,,,
1998-12-01,USGS,02204070,99.0,9.3,8.4,8.9,,,
1998-12-02,USGS,02204070,101,9.6,8.3,8.9,,,
1998-12-03,USGS,02204070,99.0,9.5,8.5,9.0,,,
1998-12-04,USGS,02204070,99.0,9.4,8.6,9.0,,,
1998-12-05,USGS,02204070,99.0,9.2,8.6,8.9,,,
1998-12-06,USGS,02204070,102,9.1,8.1,8.5,,,
1998-12-07,USGS,02204070,104,8.9,7.9,8.4,,,
1998-12-08,USGS,02204070,103,8.3,8.0,8.1,,,
1998-12-09,USGS,02204070,284,8.2,7.4,7.9,,,
1998-12-10,USGS,02204070,130,9.4,7.8,8.8,,,
1998-12-11,USGS,02204070,104,9.5,9.0,9.2,,,
1998-12-12,USGS,02204070,105,9.6,9.2,9.4,,,
