,agency_cd,site_no,Discharge_cfs_Mean,Gage_height_feet_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum,Dissolved_oxygen_mpl_Mean
2004-02-26,USGS,02266200,14.2,94.16,,,1.6
2004-02-27,USGS,02266200,15.5,94.19,,,2.2
2004-02-28,USGS,02266200,16.2,94.21,,,2.7
2004-02-29,USGS,02266200,16.6,94.22,,,2.4
2004-03-01,USGS,02266200,16.4,94.22,,,2.0
2004-03-02,USGS,02266200,16.0,94.20,,,1.8
2004-03-03,USGS,02266200,15.2,94.19,,,1.7
2004-03-04,USGS,02266200,14.4,94.16,,,1.6
2004-03-05,USGS,02266200,13.6,94.14,,,1.4
2004-03-06,USGS,02266200,12.9,94.12,,,1.3
2004-03-07,USGS,02266200,12.2,94.10,,,1.1
2004-03-08,USGS,02266200,11.5,94.08,,,1.3
2004-03-09,USGS,02266200,10.9,94.05,,,1.5
2004-03-10,USGS,02266200,10.3,94.04,,,1.8
2004-03-11,USGS,02266200,9.66,94.01,,,1.8
2004-03-12,USGS,02266200,9.02,93.99,,,1.8
2004-03-13,USGS,02266200,8.38,93.96,,,1.7
2004-03-14,USGS,02266200,7.80,93.94,,,1.7
2004-03-15,USGS,02266200,7.52,93.93,,,1.4
2004-03-16,USGS,02266200,9.69,94.01,,,1.2
2004-03-17,USGS,02266200,11.2,94.07,,,1.3
2004-03-18,USGS,02266200,11.3,94.07,,,1.4
2004-03-19,USGS,02266200,11.2,94.07,,,1.4
2004-03-20,USGS,02266200,11.0,94.06,,,1.3
2004-03-21,USGS,02266200,10.5,94.04,,,1.3
2004-03-22,USGS,02266200,9.71,94.01,,,1.4
2004-03-23,USGS,02266200,9.21,93.99,,,1.5
2004-03-24,USGS,02266200,8.77,93.98,,,1.5
2004-03-25,USGS,02266200,8.30,93.96,,,1.3
2004-03-26,USGS,02266200,7.87,93.94,,,1.2
2004-03-27,USGS,02266200,7.21,93.91,,,1.2
2004-03-28,USGS,02266200,6.46,93.88,,,1.2
2004-03-29,USGS,02266200,5.81,93.85,,,1.2
2004-03-30,USGS,02266200,5.15,93.82,,,1.2
2004-03-31,USGS,02266200,4.61,93.79,,,1.1
2004-04-01,USGS,02266200,4.14,93.76,,,1.2
2004-04-02,USGS,02266200,3.85,93.74,,,1.3
2004-04-03,USGS,02266200,3.57,93.71,,,1.3
2004-04-04,USGS,02266200,3.18,93.68,,,1.3
2004-04-05,USGS,02266200,2.79,93.64,,,1.2
2004-04-06,USGS,02266200,2.49,93.61,,,1.5
2004-04-07,USGS,02266200,2.13,93.58,,,1.4
2004-04-08,USGS,02266200,1.89,93.55,,,1.3
2004-04-09,USGS,02266200,1.62,93.51,,,1.1
2004-04-10,USGS,02266200,1.38,93.48,,,0.9
2004-04-11,USGS,02266200,1.23,93.46,,,0.7
2004-04-12,USGS,02266200,2.21,93.58,,,0.6
2004-04-13,USGS,02266200,2.61,93.62,,,0.4
2004-04-14,USGS,02266200,2.68,93.62,,,0.8
2004-04-15,USGS,02266200,2.57,93.61,,,0.8
2004-04-16,USGS,02266200,2.35,93.59,,,0.7
2004-04-17,USGS,02266200,2.16,93.57,,,0.9
2004-04-18,USGS,02266200,2.04,93.55,,,1.1
2004-04-19,USGS,02266200,1.89,93.53,,,1.0
2004-04-20,USGS,02266200,1.67,93.50,,,1.0
2004-04-21,USGS,02266200,1.45,93.47,,,1.0
2004-04-22,USGS,02266200,1.31,93.44,,,1.1
2004-04-23,USGS,02266200,1.13,93.41,,,1.0
2004-04-24,USGS,02266200,0.96,93.38,,,0.9
2004-04-25,USGS,02266200,0.79,93.35,,,0.8
2004-04-26,USGS,02266200,0.69,93.33,,,0.6
2004-04-27,USGS,02266200,0.67,93.31,,,0.3
2004-04-28,USGS,02266200,0.63,93.30,,,0.1
2004-04-29,USGS,02266200,0.55,93.29,,,0.0
2004-04-30,USGS,02266200,0.68,93.31,,,0.2
2004-05-01,USGS,02266200,1.42,93.44,,,0.3
2004-05-02,USGS,02266200,1.49,93.45,,,0.0
2004-05-03,USGS,02266200,1.97,93.51,,,0.0
2004-05-04,USGS,02266200,2.13,93.52,,,0.1
2004-05-05,USGS,02266200,2.16,93.52,,,0.0
2004-05-06,USGS,02266200,2.09,93.51,,,0.1
2004-05-07,USGS,02266200,1.90,93.49,,,0.7
2004-05-08,USGS,02266200,1.64,93.46,,,0.9
2004-05-09,USGS,02266200,1.34,93.41,,,0.9
2004-05-10,USGS,02266200,1.21,93.39,,,0.8
2004-05-11,USGS,02266200,1.05,93.37,,,0.7
2004-05-12,USGS,02266200,0.90,93.34,,,0.4
2004-05-13,USGS,02266200,0.77,93.32,,,0.3
2004-05-14,USGS,02266200,0.66,93.29,,,0.2
2004-05-15,USGS,02266200,0.57,93.27,,,0.1
2004-05-16,USGS,02266200,0.49,93.25,,,0.1
2004-05-17,USGS,02266200,0.42,93.23,,,0.0
2004-05-18,USGS,02266200,0.36,93.21,,,0.0
2004-05-19,USGS,02266200,0.32,93.20,,,0.0
2004-05-20,USGS,02266200,0.32,93.19,,,0.0
2004-05-21,USGS,02266200,0.24,93.16,,,0.1
2004-05-22,USGS,02266200,0.16,93.13,,,0.1
2004-05-23,USGS,02266200,0.12,93.11,,,0.2
2004-05-24,USGS,02266200,0.10,93.10,,,0.1
2004-05-25,USGS,02266200,0.08,93.08,,,0.3
2004-05-26,USGS,02266200,0.06,93.06,,,0.3
2004-05-27,USGS,02266200,0.04,93.04,,,0.2
2004-05-28,USGS,02266200,0.03,93.03,,,0.3
2004-05-29,USGS,02266200,0.01,93.01,,,0.3
2004-05-30,USGS,02266200,0.00,93.00,,,0.4
2004-05-31,USGS,02266200,0.00,92.98,,,0.2
2004-06-01,USGS,02266200,0.00,92.97,,,0.1
2004-06-02,USGS,02266200,0.00,92.96,,,0.2
2004-06-03,USGS,02266200,0.00,92.97,,,0.2
2004-06-04,USGS,02266200,0.00,92.99,,,0.6
2004-06-05,USGS,02266200,0.00,92.98,,,0.6
2004-06-06,USGS,02266200,0.00,92.99,,,0.6
2004-06-07,USGS,02266200,0.01,93.00,,,0.5
2004-06-08,USGS,02266200,0.12,93.07,,,0.8
2004-06-09,USGS,02266200,0.19,93.14,,,0.5
2004-06-10,USGS,02266200,0.57,93.21,,,0.7
2004-06-11,USGS,02266200,0.84,93.31,,,0.6
2004-06-12,USGS,02266200,1.02,93.34,,,0.5
2004-06-13,USGS,02266200,1.82,93.46,,,0.0
2004-06-14,USGS,02266200,2.29,93.50,,,0.0
2004-06-15,USGS,02266200,2.72,93.54,,,0.0
2004-06-16,USGS,02266200,2.68,93.54,,,0.0
2004-06-17,USGS,02266200,2.58,93.53,,,0.0
2004-06-18,USGS,02266200,2.44,93.51,,,0.0
2004-06-19,USGS,02266200,2.17,93.48,,,0.0
2004-06-20,USGS,02266200,1.99,93.46,,,0.0
2004-06-21,USGS,02266200,1.79,93.44,,,0.0
2004-06-22,USGS,02266200,1.54,93.40,,,0.0
2004-06-23,USGS,02266200,1.33,93.36,,,0.0
2004-06-24,USGS,02266200,1.14,93.33,,,0.8
2004-06-25,USGS,02266200,0.99,93.31,,,0.8
2004-06-26,USGS,02266200,0.84,93.28,,,0.8
2004-06-27,USGS,02266200,0.76,93.25,,,0.9
2004-06-28,USGS,02266200,0.69,93.24,,,1.0
2004-06-29,USGS,02266200,0.61,93.22,,,
2004-06-30,USGS,02266200,0.51,93.20,,,
2004-07-01,USGS,02266200,0.64,93.21,,,
2004-07-02,USGS,02266200,0.80,93.25,,,
2004-07-03,USGS,02266200,1.25,93.31,,,
2004-07-04,USGS,02266200,1.60,93.38,,,
2004-07-05,USGS,02266200,1.57,93.37,,,
2004-07-06,USGS,02266200,1.53,93.36,,,
2004-07-07,USGS,02266200,1.58,93.37,,,
2004-07-08,USGS,02266200,1.57,93.37,,,
2004-07-09,USGS,02266200,1.36,93.34,,,
2004-07-10,USGS,02266200,1.23,93.32,,,
2004-07-11,USGS,02266200,1.05,93.29,,,
2004-07-12,USGS,02266200,1.04,93.29,,,
2004-07-13,USGS,02266200,0.93,93.27,,,
2004-07-14,USGS,02266200,0.82,93.25,,,
2004-07-15,USGS,02266200,0.72,93.22,,,0.7
2004-07-16,USGS,02266200,0.66,93.21,,,0.4
2004-07-17,USGS,02266200,0.56,93.19,,,0.1
2004-07-18,USGS,02266200,0.57,93.19,,,0.5
2004-07-19,USGS,02266200,1.30,93.33,,,0.6
2004-07-20,USGS,02266200,1.43,93.35,,,0.3
2004-07-21,USGS,02266200,1.46,93.35,,,0.3
2004-07-22,USGS,02266200,1.34,93.33,,,0.4
2004-07-23,USGS,02266200,1.17,93.31,,,0.4
2004-07-24,USGS,02266200,1.01,93.28,,,0.3
2004-07-25,USGS,02266200,0.86,93.26,,,0.2
2004-07-26,USGS,02266200,0.78,93.24,,,0.2
2004-07-27,USGS,02266200,0.90,93.26,,,0.3
2004-07-28,USGS,02266200,0.97,,,,0.2
2004-07-29,USGS,02266200,0.80,,,,0.8
2004-07-30,USGS,02266200,0.73,93.23,,,0.4
2004-07-31,USGS,02266200,0.66,93.21,,,0.2
2004-08-01,USGS,02266200,0.82,93.24,,,0.4
2004-08-02,USGS,02266200,0.93,93.27,,,0.2
2004-08-03,USGS,02266200,0.85,93.25,,,0.2
2004-08-04,USGS,02266200,0.79,93.24,,,0.2
2004-08-05,USGS,02266200,0.75,93.23,,,0.2
2004-08-06,USGS,02266200,0.70,93.22,,,0.5
2004-08-07,USGS,02266200,1.17,93.29,,,
2004-08-08,USGS,02266200,2.98,93.53,,,
2004-08-09,USGS,02266200,4.03,93.63,,,
2004-08-10,USGS,02266200,4.37,93.67,,,
2004-08-11,USGS,02266200,4.33,93.67,,,0.8
2004-08-12,USGS,02266200,4.10,93.67,,,0.4
2004-08-13,USGS,02266200,7.85,93.81,,,0.4
2004-08-14,USGS,02266200,22.4,94.28,,,0.1
2004-08-15,USGS,02266200,30.6,94.42,,,0.2
2004-08-16,USGS,02266200,40.8,94.60,,,0.0
2004-08-17,USGS,02266200,42.6,94.63,,,0.0
2004-08-18,USGS,02266200,41.4,94.63,,,-0.0
2004-08-19,USGS,02266200,39.3,94.61,,,0.0
2004-08-20,USGS,02266200,36.1,94.57,,,0.0
2004-08-21,USGS,02266200,33.6,94.54,,,0.0
2004-08-22,USGS,02266200,31.5,94.51,,,0.0
2004-08-23,USGS,02266200,33.1,94.55,,,0.0
2004-08-24,USGS,02266200,32.4,94.55,,,0.0
2004-08-25,USGS,02266200,32.1,94.55,,,0.0
2004-08-26,USGS,02266200,31.0,94.54,,,0.0
2004-08-27,USGS,02266200,29.2,94.50,,,-0.0
2004-08-28,USGS,02266200,26.9,94.47,,,-0.0
2004-08-29,USGS,02266200,25.2,94.44,,,0.0
2004-08-30,USGS,02266200,24.2,94.42,,,0.0
2004-08-31,USGS,02266200,23.1,94.40,,,0.0
2004-09-01,USGS,02266200,25.0,94.43,,,0.1
2004-09-02,USGS,02266200,27.9,94.52,,,0.0
2004-09-03,USGS,02266200,26.2,94.53,,,0.1
2004-09-04,USGS,02266200,25.1,94.54,,,0.1
2004-09-05,USGS,02266200,42.8,94.85,,,0.1
2004-09-06,USGS,02266200,79.3,95.28,,,-0.0
2004-09-07,USGS,02266200,90.5,95.40,,,0.0
2004-09-08,USGS,02266200,88.7,95.42,,,0.1
2004-09-09,USGS,02266200,84.4,95.40,,,0.2
2004-09-10,USGS,02266200,83.6,95.39,,,0.5
2004-09-11,USGS,02266200,79.4,95.36,,,0.3
2004-09-12,USGS,02266200,74.5,95.31,,,0.3
2004-09-13,USGS,02266200,70.0,95.27,,,0.3
2004-09-14,USGS,02266200,66.8,95.24,,,0.4
2004-09-15,USGS,02266200,61.4,95.19,,,0.6
2004-09-16,USGS,02266200,56.8,95.14,,,0.7
2004-09-17,USGS,02266200,52.9,95.10,,,0.8
2004-09-18,USGS,02266200,48.1,95.04,,,0.8
2004-09-19,USGS,02266200,43.7,94.99,,,0.8
2004-09-20,USGS,02266200,40.5,94.94,,,0.8
2004-09-21,USGS,02266200,44.2,94.99,,,0.8
2004-09-22,USGS,02266200,42.6,94.97,,,0.8
2004-09-23,USGS,02266200,40.2,94.94,,,0.8
2004-09-24,USGS,02266200,38.0,94.91,,,1.0
2004-09-25,USGS,02266200,35.7,94.87,,,1.6
2004-09-26,USGS,02266200,65.6,95.21,,,
2004-09-27,USGS,02266200,91.6,95.45,,,
2004-09-28,USGS,02266200,96.5,95.48,,,
2004-09-29,USGS,02266200,95.6,95.47,,,
2004-09-30,USGS,02266200,92.7,95.44,,,
2004-10-01,USGS,02266200,88.0,95.40,,,
2004-10-02,USGS,02266200,83.4,95.35,,,
2004-10-03,USGS,02266200,77.9,95.29,,,
2004-10-04,USGS,02266200,73.0,95.24,,,
2004-10-05,USGS,02266200,69.8,95.20,,,
2004-10-06,USGS,02266200,65.9,95.15,,,
2004-10-07,USGS,02266200,62.0,95.11,,,
2004-10-08,USGS,02266200,57.2,95.06,,,0.2
2004-10-09,USGS,02266200,52.9,95.01,,,0.0
2004-10-10,USGS,02266200,49.3,94.97,,,0.0
2004-10-11,USGS,02266200,50.7,94.97,,,0.0
2004-10-12,USGS,02266200,53.3,94.99,,,0.0
2004-10-13,USGS,02266200,52.1,94.97,,,0.0
2004-10-14,USGS,02266200,49.5,94.94,,,0.0
2004-10-15,USGS,02266200,46.6,94.91,,,0.0
2004-10-16,USGS,02266200,42.5,94.86,,,0.0
2004-10-17,USGS,02266200,41.0,94.83,,,0.0
2004-10-18,USGS,02266200,37.5,,,,
2004-10-19,USGS,02266200,35.9,,,,
2004-10-20,USGS,02266200,35.3,,,,
2004-10-21,USGS,02266200,33.0,,,,
2004-10-22,USGS,02266200,31.8,94.71,,,0.3
2004-10-23,USGS,02266200,30.3,94.69,,,0.2
2004-10-24,USGS,02266200,28.8,94.67,,,0.1
2004-10-25,USGS,02266200,27.1,94.64,,,0.1
2004-10-26,USGS,02266200,25.4,94.61,,,0.1
2004-10-27,USGS,02266200,23.6,94.58,,,0.1
2004-10-28,USGS,02266200,22.3,94.55,,,0.1
2004-10-29,USGS,02266200,21.1,94.53,,,0.1
2004-10-30,USGS,02266200,19.9,94.51,,,0.1
2004-10-31,USGS,02266200,18.7,94.48,,,0.1
2004-11-01,USGS,02266200,17.5,94.45,,,0.1
2004-11-02,USGS,02266200,16.4,94.43,,,0.1
2004-11-03,USGS,02266200,15.4,94.40,,,0.1
2004-11-04,USGS,02266200,14.3,94.37,,,0.1
2004-11-05,USGS,02266200,13.6,94.35,,,0.1
2004-11-06,USGS,02266200,12.4,94.32,,,0.1
2004-11-07,USGS,02266200,11.5,94.29,,,0.1
2004-11-08,USGS,02266200,13.0,,,,
2004-11-09,USGS,02266200,12.0,,,,
2004-11-10,USGS,02266200,11.0,,,,
2004-11-11,USGS,02266200,10.7,,,,
2004-11-12,USGS,02266200,10.2,,,,
2004-11-13,USGS,02266200,9.89,,,,
2004-11-14,USGS,02266200,9.80,,,,
2004-11-15,USGS,02266200,9.60,,,,
2004-11-16,USGS,02266200,9.40,,,,
2004-11-17,USGS,02266200,9.20,94.07,,,0.7
2004-11-18,USGS,02266200,5.71,94.06,,,0.5
2004-11-19,USGS,02266200,5.30,94.04,,,0.7
2004-11-20,USGS,02266200,4.97,94.02,,,0.6
2004-11-21,USGS,02266200,4.59,94.00,,,0.6
2004-11-22,USGS,02266200,4.25,93.98,,,0.6
2004-11-23,USGS,02266200,3.99,93.96,,,0.7
2004-11-24,USGS,02266200,3.82,93.95,,,0.7
2004-11-25,USGS,02266200,4.07,93.97,,,0.7
2004-11-26,USGS,02266200,3.89,93.95,,,0.8
2004-11-27,USGS,02266200,3.83,93.95,,,0.8
2004-11-28,USGS,02266200,4.11,93.97,,,0.6
2004-11-29,USGS,02266200,3.94,93.96,,,0.9
2004-11-30,USGS,02266200,3.82,93.95,,,1.1
2004-12-01,USGS,02266200,3.65,93.93,,,1.0
2004-12-02,USGS,02266200,3.49,93.92,,,1.0
2004-12-03,USGS,02266200,3.35,93.90,,,1.2
2004-12-04,USGS,02266200,3.21,93.89,,,1.0
2004-12-05,USGS,02266200,3.06,93.88,,,1.0
2004-12-06,USGS,02266200,2.90,93.86,,,0.9
2004-12-07,USGS,02266200,2.85,93.84,,,0.7
2004-12-08,USGS,02266200,2.95,93.82,,,0.8
2004-12-09,USGS,02266200,3.04,93.81,,,0.8
2004-12-10,USGS,02266200,3.25,93.80,,,0.8
2004-12-11,USGS,02266200,3.44,93.80,,,0.8
2004-12-12,USGS,02266200,3.58,93.78,,,1.2
2004-12-13,USGS,02266200,3.71,93.77,,,1.2
2004-12-14,USGS,02266200,3.84,93.76,,,1.5
2004-12-15,USGS,02266200,3.94,93.74,,,2.4
2004-12-16,USGS,02266200,4.11,93.73,,,2.5
2004-12-17,USGS,02266200,4.30,93.72,,,1.9
2004-12-18,USGS,02266200,4.14,93.70,,,1.5
2004-12-19,USGS,02266200,3.95,93.69,,,1.8
2004-12-20,USGS,02266200,3.75,93.67,,,2.6
2004-12-21,USGS,02266200,3.56,93.65,,,2.8
2004-12-22,USGS,02266200,3.44,93.64,,,2.2
2004-12-23,USGS,02266200,3.31,93.63,,,1.6
2004-12-24,USGS,02266200,3.16,93.62,,,1.4
2004-12-25,USGS,02266200,3.96,93.68,,,2.4
2004-12-26,USGS,02266200,5.63,93.78,,,2.4
2004-12-27,USGS,02266200,5.91,93.80,,,3.2
2004-12-28,USGS,02266200,6.17,93.81,,,3.1
2004-12-29,USGS,02266200,6.53,93.81,,,2.6
2004-12-30,USGS,02266200,6.47,93.81,,,2.3
2004-12-31,USGS,02266200,6.43,93.81,,,2.2
2005-01-01,USGS,02266200,6.30,93.80,,,1.9
2005-01-02,USGS,02266200,6.14,93.80,,,1.8
2005-01-03,USGS,02266200,5.92,93.79,,,1.8
2005-01-04,USGS,02266200,5.66,93.77,,,1.8
2005-01-05,USGS,02266200,5.49,93.76,,,1.7
2005-01-06,USGS,02266200,5.31,93.75,,,1.6
2005-01-07,USGS,02266200,5.13,93.74,,,1.5
2005-01-08,USGS,02266200,4.89,93.73,,,1.4
2005-01-09,USGS,02266200,4.53,93.71,,,1.5
2005-01-10,USGS,02266200,4.39,93.70,,,1.6
2005-01-11,USGS,02266200,4.16,93.68,,,1.6
2005-01-12,USGS,02266200,4.01,93.67,,,1.6
2005-01-13,USGS,02266200,3.94,93.66,,,1.5
2005-01-14,USGS,02266200,6.64,93.79,,,1.9
2005-01-15,USGS,02266200,8.40,93.87,,,1.6
2005-01-16,USGS,02266200,9.81,93.93,,,2.2
2005-01-17,USGS,02266200,10.2,93.94,,,2.9
2005-01-18,USGS,02266200,10.2,93.94,,,3.4
2005-01-19,USGS,02266200,9.94,93.93,,,3.5
2005-01-20,USGS,02266200,9.64,93.92,,,3.3
2005-01-21,USGS,02266200,9.30,93.91,,,3.0
2005-01-22,USGS,02266200,8.96,93.89,,,2.5
2005-01-23,USGS,02266200,8.76,93.89,,,2.6
2005-01-24,USGS,02266200,8.27,93.87,,,3.6
2005-01-25,USGS,02266200,7.79,93.85,,,3.7
2005-01-26,USGS,02266200,7.40,93.83,,,3.2
2005-01-27,USGS,02266200,7.24,93.83,,,2.6
2005-01-28,USGS,02266200,7.10,93.82,,,2.0
2005-01-29,USGS,02266200,6.78,93.81,,,2.2
2005-01-30,USGS,02266200,6.52,93.79,,,2.1
2005-01-31,USGS,02266200,6.19,93.78,,,2.3
2005-02-01,USGS,02266200,5.92,93.77,,,2.5
2005-02-02,USGS,02266200,5.76,93.76,,,2.2
2005-02-03,USGS,02266200,5.70,93.76,,,2.1
2005-02-04,USGS,02266200,5.49,93.75,,,2.4
2005-02-05,USGS,02266200,5.25,93.73,,,2.9
2005-02-06,USGS,02266200,5.00,93.72,,,2.7
2005-02-07,USGS,02266200,4.71,93.71,,,2.4
2005-02-08,USGS,02266200,4.48,93.69,,,2.4
2005-02-09,USGS,02266200,4.18,93.68,,,2.4
2005-02-10,USGS,02266200,3.94,93.66,,,2.4
2005-02-11,USGS,02266200,3.72,93.64,,,3.2
2005-02-12,USGS,02266200,3.48,93.62,,,3.5
2005-02-13,USGS,02266200,3.28,93.60,,,3.5
2005-02-14,USGS,02266200,3.11,93.58,,,3.3
2005-02-15,USGS,02266200,2.92,93.56,,,2.7
2005-02-16,USGS,02266200,2.76,93.55,,,2.7
2005-02-17,USGS,02266200,2.57,93.53,,,2.4
2005-02-18,USGS,02266200,2.33,93.51,,,2.7
2005-02-19,USGS,02266200,2.21,93.49,,,2.9
2005-02-20,USGS,02266200,2.13,93.49,,,2.9
2005-02-21,USGS,02266200,2.04,93.47,,,2.8
2005-02-22,USGS,02266200,1.91,93.46,,,2.4
2005-02-23,USGS,02266200,1.77,93.44,,,2.2
2005-02-24,USGS,02266200,1.68,93.43,,,1.9
2005-02-25,USGS,02266200,1.68,93.43,,,1.6
2005-02-26,USGS,02266200,1.73,93.44,,,2.0
2005-02-27,USGS,02266200,2.85,93.55,,,1.8
2005-02-28,USGS,02266200,3.78,93.64,,,1.8
2005-03-01,USGS,02266200,3.66,93.63,,,2.2
2005-03-02,USGS,02266200,3.61,93.63,,,2.7
2005-03-03,USGS,02266200,3.71,93.64,,,2.9
2005-03-04,USGS,02266200,3.95,93.66,,,3.2
2005-03-05,USGS,02266200,3.90,93.65,,,3.1
2005-03-06,USGS,02266200,3.81,93.65,,,2.9
2005-03-07,USGS,02266200,3.69,93.64,,,2.7
2005-03-08,USGS,02266200,3.72,93.64,,,2.7
2005-03-09,USGS,02266200,4.01,93.66,,,2.6
2005-03-10,USGS,02266200,4.08,93.67,,,3.3
2005-03-11,USGS,02266200,3.86,93.65,,,3.0
2005-03-12,USGS,02266200,3.66,93.63,,,2.9
2005-03-13,USGS,02266200,3.53,93.62,,,2.8
2005-03-14,USGS,02266200,3.75,93.64,,,2.4
2005-03-15,USGS,02266200,4.14,93.67,,,2.2
2005-03-16,USGS,02266200,4.23,93.68,,,1.5
2005-03-17,USGS,02266200,6.43,93.79,,,1.2
2005-03-18,USGS,02266200,8.43,93.87,,,1.9
2005-03-19,USGS,02266200,8.93,93.89,,,1.9
2005-03-20,USGS,02266200,9.16,93.90,,,2.2
2005-03-21,USGS,02266200,9.33,93.91,,,1.9
2005-03-22,USGS,02266200,9.39,93.91,,,1.9
2005-03-23,USGS,02266200,10.5,93.95,,,1.5
2005-03-24,USGS,02266200,10.8,93.96,,,1.4
2005-03-25,USGS,02266200,10.9,93.97,,,1.1
2005-03-26,USGS,02266200,11.4,93.98,,,0.8
2005-03-27,USGS,02266200,11.8,94.00,,,0.6
2005-03-28,USGS,02266200,11.5,93.99,,,0.6
2005-03-29,USGS,02266200,11.1,93.97,,,0.5
2005-03-30,USGS,02266200,10.1,93.95,,,0.8
2005-03-31,USGS,02266200,9.36,93.92,,,1.0
2005-04-01,USGS,02266200,8.94,93.90,,,0.1
2005-04-02,USGS,02266200,8.52,93.89,,,0.1
2005-04-03,USGS,02266200,7.76,93.86,,,0.3
2005-04-04,USGS,02266200,6.74,93.82,,,0.7
2005-04-05,USGS,02266200,5.97,93.79,,,0.6
2005-04-06,USGS,02266200,5.35,93.76,,,0.4
2005-04-07,USGS,02266200,4.81,93.73,,,0.6
2005-04-08,USGS,02266200,4.22,93.70,,,1.0
2005-04-09,USGS,02266200,3.61,93.66,,,1.1
2005-04-10,USGS,02266200,3.27,93.63,,,1.1
2005-04-11,USGS,02266200,2.89,93.59,,,1.1
2005-04-12,USGS,02266200,2.54,93.56,,,1.2
2005-04-13,USGS,02266200,2.35,93.54,,,1.1
2005-04-14,USGS,02266200,2.14,93.52,,,1.0
2005-04-15,USGS,02266200,1.95,93.49,,,1.2
2005-04-16,USGS,02266200,1.75,93.47,,,1.4
2005-04-17,USGS,02266200,1.59,93.45,,,1.5
2005-04-18,USGS,02266200,1.42,93.43,,,1.5
2005-04-19,USGS,02266200,1.25,93.40,,,1.5
2005-04-20,USGS,02266200,1.12,93.38,,,1.3
2005-04-21,USGS,02266200,0.98,93.36,,,1.3
2005-04-22,USGS,02266200,0.84,93.33,,,1.3
2005-04-23,USGS,02266200,0.80,93.32,,,1.0
2005-04-24,USGS,02266200,0.76,93.31,,,1.4
2005-04-25,USGS,02266200,0.65,93.29,,,1.3
2005-04-26,USGS,02266200,0.70,93.30,,,1.1
2005-04-27,USGS,02266200,1.09,93.37,,,0.9
2005-04-28,USGS,02266200,0.94,93.35,,,1.3
2005-04-29,USGS,02266200,0.80,93.32,,,1.0
2005-04-30,USGS,02266200,0.68,93.30,,,1.2
2005-05-01,USGS,02266200,0.66,93.29,,,1.1
2005-05-02,USGS,02266200,0.55,93.27,,,0.9
2005-05-03,USGS,02266200,0.51,93.25,,,1.0
2005-05-04,USGS,02266200,0.72,,,,
2005-05-05,USGS,02266200,0.81,93.33,,,
2005-05-06,USGS,02266200,0.78,93.32,,,
2005-05-07,USGS,02266200,0.68,93.30,,,
2005-05-08,USGS,02266200,0.61,93.28,,,
2005-05-09,USGS,02266200,0.53,93.26,,,
2005-05-10,USGS,02266200,0.48,93.25,,,
2005-05-11,USGS,02266200,0.58,93.27,,,
2005-05-12,USGS,02266200,0.88,93.34,,,
2005-05-13,USGS,02266200,0.80,93.32,,,
2005-05-14,USGS,02266200,0.76,93.31,,,
2005-05-15,USGS,02266200,0.66,93.29,,,
2005-05-16,USGS,02266200,0.59,93.28,,,
2005-05-17,USGS,02266200,0.51,93.26,,,
2005-05-18,USGS,02266200,0.39,93.22,,,
2005-05-19,USGS,02266200,0.40,93.23,,,
2005-05-20,USGS,02266200,0.86,93.23,,,
2005-05-21,USGS,02266200,0.53,,,,
2005-05-22,USGS,02266200,0.53,,,,
2005-05-23,USGS,02266200,0.73,,,,
2005-05-24,USGS,02266200,0.70,,,,
2005-05-25,USGS,02266200,0.67,,,,
2005-05-26,USGS,02266200,0.64,,,,
2005-05-27,USGS,02266200,1.96,,,,
2005-05-28,USGS,02266200,1.08,,,,
2005-05-29,USGS,02266200,0.75,,,,
2005-05-30,USGS,02266200,0.75,,,,
2005-05-31,USGS,02266200,1.10,,,,
2005-06-01,USGS,02266200,1.30,,,,
2005-06-02,USGS,02266200,1.29,93.38,,,1.3
2005-06-03,USGS,02266200,1.78,93.44,,,1.1
2005-06-04,USGS,02266200,2.66,93.54,,,0.6
2005-06-05,USGS,02266200,3.12,93.58,,,0.3
2005-06-06,USGS,02266200,3.11,93.58,,,0.1
2005-06-07,USGS,02266200,3.30,93.58,,,0.1
2005-06-08,USGS,02266200,3.92,,,,
2005-06-09,USGS,02266200,4.36,,,,
2005-06-10,USGS,02266200,4.14,,,,
2005-06-11,USGS,02266200,4.03,,,,
2005-06-12,USGS,02266200,4.60,,,,
2005-06-13,USGS,02266200,6.70,,,,
2005-06-14,USGS,02266200,6.10,,,,
2005-06-15,USGS,02266200,8.10,,,,
2005-06-16,USGS,02266200,11.0,,,,
2005-06-17,USGS,02266200,10.0,,,,
2005-06-18,USGS,02266200,9.20,,,,
2005-06-19,USGS,02266200,8.40,,,,
2005-06-20,USGS,02266200,9.30,,,,
2005-06-21,USGS,02266200,12.0,,,,
2005-06-22,USGS,02266200,13.0,,,,
2005-06-23,USGS,02266200,16.0,,,,
2005-06-24,USGS,02266200,17.0,,,,
2005-06-25,USGS,02266200,16.0,,,,
2005-06-26,USGS,02266200,15.0,,,,
2005-06-27,USGS,02266200,15.0,,,,
2005-06-28,USGS,02266200,30.0,,,,
2005-06-29,USGS,02266200,31.0,,,,
2005-06-30,USGS,02266200,33.0,,,,
2005-07-01,USGS,02266200,38.0,,,,
2005-07-02,USGS,02266200,39.0,,,,
2005-07-03,USGS,02266200,39.0,,,,
2005-07-04,USGS,02266200,38.0,,,,
